index,empresa,0h,1h,2h,3h,4h,5h,6h,7h,8h,9h,10h,11h,12h,13h,14h,15h,16h,17h,18h,19h,20h,21h,22h,23h,Total,Classe KMeans
217,ba50cf5718acf5b1bb95366a2e99,0.0,0.0,0.0,0.0,0.0,0.0,0.013937282229965157,0.09059233449477352,0.07317073170731707,0.07317073170731707,0.06968641114982578,0.041811846689895474,0.05226480836236934,0.05226480836236934,0.0627177700348432,0.03484320557491289,0.06620209059233449,0.05226480836236934,0.0940766550522648,0.05923344947735192,0.041811846689895474,0.04878048780487805,0.027874564459930317,0.04529616724738676,287,1
218,d6c24f0621b45f0418c667814a7c,0.0,0.0,0.0,0.0,0.0009737098344693283,0.01947419668938656,0.028237585199610518,0.06426484907497566,0.0691333982473223,0.0730282375851996,0.062317429406037,0.06134371957156767,0.060370009737098336,0.06815968841285297,0.07692307692307693,0.07400194741966894,0.07108081791626096,0.0827653359298929,0.07010710808179163,0.05355404089581305,0.04186952288218111,0.01947419668938656,0.0029211295034079843,0.0,1027,1
219,dff042e55c8b51f45df60e34de8c,0.03555555555555556,0.011428571428571429,0.0025396825396825397,0.0038095238095238095,0.009523809523809523,0.012063492063492064,0.008888888888888889,0.015873015873015872,0.02666666666666667,0.04317460317460318,0.045714285714285714,0.04507936507936508,0.05841269841269841,0.07174603174603175,0.05396825396825397,0.048888888888888885,0.056507936507936514,0.056507936507936514,0.07682539682539682,0.08126984126984127,0.06285714285714286,0.07238095238095238,0.057142857142857134,0.04317460317460318,1575,7
220,693887ab604ceb3228b730f9b8e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0155902004454343,0.06347438752783964,0.050111358574610236,0.0645879732739421,0.07683741648106904,0.0801781737193764,0.06013363028953229,0.07126948775055679,0.06904231625835189,0.059020044543429837,0.06570155902004454,0.0645879732739421,0.0757238307349666,0.06013363028953229,0.059020044543429837,0.06124721603563475,0.0033407572383073497,0.0,898,1
221,580c17faf456a26b97c9873f63d2,0.008988764044943821,0.011235955056179777,0.0044943820224719105,0.0044943820224719105,0.0033707865168539327,0.0067415730337078645,0.02134831460674157,0.04382022471910112,0.06404494382022471,0.05280898876404495,0.04943820224719101,0.05280898876404495,0.04606741573033708,0.05730337078651685,0.04943820224719101,0.0696629213483146,0.06629213483146068,0.09213483146067417,0.07528089887640449,0.07528089887640449,0.05955056179775281,0.05730337078651685,0.013483146067415729,0.01460674157303371,890,1
222,fb1cb37dd9253ea2cd62ea7873e1,0.0,0.0,0.0,0.0,0.0,0.0012376237623762374,0.0297029702970297,0.07054455445544554,0.0594059405940594,0.09034653465346534,0.08415841584158416,0.07425742574257425,0.07054455445544554,0.05569306930693069,0.05816831683168318,0.05816831683168318,0.054455445544554455,0.07920792079207921,0.06806930693069307,0.060643564356435635,0.03341584158415842,0.03589108910891089,0.01608910891089109,0.0,808,1
223,01d9a69b1b406e64c4475caae0bd,0.010723860589812331,0.004021447721179625,0.0053619302949061655,0.0026809651474530827,0.014745308310991957,0.024128686327077747,0.048257372654155486,0.05093833780160858,0.05227882037533512,0.05898123324396784,0.07104557640750671,0.05093833780160858,0.054959785522788206,0.05227882037533512,0.045576407506702415,0.048257372654155486,0.060321715817694375,0.07506702412868632,0.064343163538874,0.06702412868632708,0.05093833780160858,0.04155495978552279,0.03083109919571045,0.014745308310991957,746,1
224,e1711b7bf566ba0dea535c4e4a77,0.008709016393442622,0.00665983606557377,0.008196721311475409,0.0035860655737704923,0.005635245901639344,0.015368852459016391,0.022028688524590164,0.036885245901639344,0.0471311475409836,0.03637295081967213,0.03483606557377049,0.03995901639344263,0.10502049180327867,0.10604508196721313,0.07940573770491803,0.06403688524590162,0.06045081967213115,0.05327868852459016,0.0584016393442623,0.05788934426229509,0.0507172131147541,0.04610655737704918,0.030737704918032783,0.022540983606557374,1952,1
225,c3cb98726cfb7394084ea7fab94f,0.04015056461731493,0.020075282308657464,0.01944792973651192,0.01756587202007528,0.020075282308657464,0.0150564617314931,0.021957340025094103,0.023212045169385197,0.038268506900878296,0.041405269761606016,0.04077791718946048,0.04454203262233375,0.04642409033877039,0.05081555834378921,0.04705144291091593,0.05520702634880803,0.06398996235884567,0.058971141781681315,0.06587202007528231,0.05144291091593475,0.05269761606022585,0.056461731493099125,0.06085319949811794,0.04767879548306148,1594,7
226,c725c3512e48af495bf5f35bf8c3,0.002583979328165375,0.0,0.0,0.0,0.0,0.0,0.00516795865633075,0.05167958656330749,0.05426356589147287,0.03875968992248062,0.04909560723514212,0.03875968992248062,0.07235142118863049,0.03875968992248062,0.05684754521963824,0.062015503875968984,0.04651162790697674,0.08785529715762272,0.09043927648578813,0.07493540051679587,0.08268733850129201,0.07751937984496124,0.04392764857881137,0.025839793281653745,387,1
227,fe8aa0bc716a48c5b57e6da4211e,0.04578563995837669,0.043704474505723206,0.029136316337148808,0.017689906347554633,0.03017689906347555,0.018730489073881373,0.01977107180020812,0.03017689906347555,0.04162330905306972,0.03225806451612903,0.047866805411030174,0.055150884495317375,0.04578563995837669,0.054110301768990635,0.03954214360041623,0.044745057232049947,0.043704474505723206,0.04162330905306972,0.04058272632674298,0.05202913631633715,0.04578563995837669,0.053069719042663895,0.0603537981269511,0.06659729448491156,961,7
228,35b8f2c2fed5f5bbbb56e2c1e4bc,0.026845637583892617,0.040268456375838924,0.03355704697986577,0.006711409395973154,0.006711409395973154,0.020134228187919462,0.020134228187919462,0.013422818791946308,0.04697986577181208,0.020134228187919462,0.020134228187919462,0.03355704697986577,0.040268456375838924,0.020134228187919462,0.026845637583892617,0.040268456375838924,0.09395973154362416,0.060402684563758385,0.06711409395973154,0.11409395973154365,0.06711409395973154,0.040268456375838924,0.08724832214765099,0.053691275167785234,149,7
229,e1306fdad551fea136aaaa865c3f,0.034574468085106384,0.030141843971631208,0.01950354609929078,0.023049645390070917,0.018617021276595744,0.02127659574468085,0.026595744680851064,0.03280141843971631,0.05319148936170213,0.04698581560283688,0.05053191489361702,0.05585106382978723,0.04343971631205674,0.0576241134751773,0.040780141843971635,0.07092198581560284,0.05585106382978723,0.05407801418439717,0.05585106382978723,0.06117021276595745,0.044326241134751775,0.04787234042553192,0.031914893617021274,0.023049645390070917,1128,7
230,6384c1630d866412666d6047723b,0.035294117647058816,0.023529411764705882,0.01647058823529412,0.014117647058823532,0.012941176470588235,0.018823529411764704,0.015294117647058824,0.038823529411764715,0.04588235294117647,0.048235294117647064,0.048235294117647064,0.04235294117647058,0.047058823529411764,0.06470588235294117,0.04941176470588235,0.06,0.051764705882352935,0.07411764705882352,0.05764705882352941,0.05764705882352941,0.06588235294117648,0.04588235294117647,0.023529411764705882,0.04235294117647058,850,7
231,322d30e1c64f274b3425d578055e,0.0,0.0,0.0,0.0,0.0,0.001539645881447267,0.006158583525789068,0.03772132409545805,0.05773672055427252,0.06235565819861433,0.06235565819861433,0.06928406466512703,0.060046189376443425,0.05234795996920708,0.06466512702078522,0.07236335642802155,0.07467282525019246,0.07698229407236336,0.08160123171670516,0.06466512702078522,0.06851424172440339,0.04387990762124711,0.02617397998460354,0.016936104695919937,1299,1
232,aa8ab580768e721eb239f449372d,0.05434782608695652,0.013043478260869565,0.014130434782608697,0.016304347826086956,0.009782608695652176,0.0,0.005434782608695652,0.016304347826086956,0.03695652173913044,0.042391304347826085,0.021739130434782608,0.034782608695652174,0.035869565217391305,0.04782608695652174,0.04130434782608696,0.06521739130434782,0.06630434782608696,0.09891304347826088,0.09565217391304348,0.08804347826086957,0.08478260869565217,0.04782608695652174,0.04891304347826087,0.014130434782608697,920,7
233,7319a715eb1d55c81cc22eb2a192,0.0,0.0,0.0,0.0,0.0,0.0,0.01467889908256881,0.03241590214067278,0.04281345565749235,0.03363914373088685,0.04525993883792049,0.04525993883792049,0.0672782874617737,0.17737003058103976,0.051987767584097865,0.037920489296636085,0.04342507645259939,0.05504587155963303,0.06360856269113149,0.0801223241590214,0.08256880733944955,0.12110091743119268,0.005504587155963303,0.0,1635,1
